Nom_commune,Code_postal,coordonnees_gps
ST ANDRE LE DESERT,71220,46.4997623512,4.53459884587
TENDE,6430,44.0997669286,7.54053179417
ST BONNET DE CRAY,71340,46.202568549,4.16340067325
TENDE,6430,44.0997669286,7.54053179417
ST BONNET DE JOUX,71220,46.4782854677,4.43348327243
ARRAS SUR RHONE,7370,45.1436776654,4.8036312124
ST CHRISTOPHE EN BRESSE,71370,46.7454161376,4.99090268478
LES ASSIONS,7140,44.4254776855,4.1848933711
ST CHRISTOPHE EN BRIONNAIS,71800,46.2848533492,4.19005721567
AUBENAS,7200,44.6102127084,4.39638981424
STE CROIX EN BRESSE,71470,46.5587984571,5.23823090911
BAIX,7210,44.7063788805,4.75106497533
ST EUSEBE,71210,46.7211446083,4.45443642854
BANNE,7460,44.3607782702,4.15113804507
ST FORGEOT,71400,47.0016193102,4.28632347567
BEAUCHASTEL,7800,44.8294995047,4.79715382132
ST GENGOUX DE SCISSE,71260,46.4618494936,4.77147556185
BERRIAS ET CASTELJAU,7460,44.3832302552,4.20749715425
ST GERVAIS SUR COUCHES,71490,46.9241932116,4.56778879306
BOURG ST ANDEOL,7700,44.3830866916,4.61398365069
ST GILLES,71510,46.8776228817,4.66403200389
CHATEAUNEUF DE VERNOUX,7240,44.9249240478,4.64219110032
ST LAURENT D ANDENAY,71210,46.7305082565,4.51202776715
CHIROLS,7380,44.6879981327,4.2951862476
ST LEGER SUR DHEUNE,71510,46.8382241352,4.64131133343
CORNAS,7130,44.9664601048,4.84063933956
ST MARCEL,71380,46.77487928,4.88727108461
COUCOURON,7470,44.7949192399,3.96166497009
ST MARTIN D AUXY,71390,46.7213262279,4.55075657116
CREYSSEILLES,7000,44.7598496931,4.53023781121
ST PRIVE,71390,46.6996790734,4.57526174797
DEVESSET,7320,45.0660987902,4.39288168953
STE RADEGONDE,71320,46.6939905917,4.07946252508
DORNAS,7160,44.8519150741,4.35842422121
ST REMY,71100,46.7602643306,4.82122632524
ECLASSAN,7370,45.1606533164,4.74888485543
ST ROMAIN SOUS GOURDON,71230,46.6170899923,4.41147294378
ETABLES,7300,45.0948570024,4.73950529738
ST SERNIN DU BOIS,71200,46.8386475435,4.42378430368
FELINES,7340,45.3160676288,4.72706276274
ST SYMPHORIEN D ANCELLES,71570,46.1956267392,4.77196064471
GLUIRAS,7190,44.8455602063,4.52583208054
ST SYMPHORIEN D ANCELLES,71570,46.1956267392,4.77196064471
GLUN,7300,45.0070163516,4.82465206981
ST VINCENT BRAGNY,71430,46.5253910915,4.12604476033
GROSPIERRES,7120,44.3930827383,4.28692737418
ST YAN,71600,46.4071746209,4.05766988687
ST JULIEN D INTRES,7320,44.9864739922,4.3441511813
SALORNAY SUR GUYE,71250,46.5174514836,4.6006444858
ISSAMOULENC,7190,44.7883137241,4.45570599159
SANCE,71000,46.339587047,4.83540535119
ISSANLAS,7510,44.7669383227,4.01543417126
LA CELLE EN MORVAN,71400,47.0074409579,4.17854772292
JAUJAC,7380,44.6298203979,4.23815139749
SEMUR EN BRIONNAIS,71110,46.2756396728,4.09014154762
JOANNAS,7110,44.5725478202,4.24633374271
SIGY LE CHATEL,71250,46.5550063126,4.57085100441
JUVINAS,7600,44.7043758122,4.3072836289
SOMMANT,71540,47.0533646393,4.20964551396
LAGORCE,7150,44.4449016448,4.43141639823
SULLY,71360,46.9880333381,4.45705111324
LAVILLATTE,7660,44.7411283435,3.95196079179
TAVERNAY,71400,47.0078509175,4.23537137971
LESPERON,7660,44.7342873614,3.89547616799
TRAMBLY,71520,46.3310184112,4.53251400851
LUSSAS,7170,44.6192177092,4.46630461903
LA TRUCHERE,71290,46.5167546433,4.95800393539
LYAS,7000,44.7568405764,4.59691440375
UXEAU,71130,46.6565301063,4.04556319316
MARIAC,7160,44.8859638189,4.35337034088
VARENNES SOUS DUN,71800,46.2783435067,4.33879272705
MEYRAS,7380,44.677562906,4.26001410237
VAUBAN,71800,46.2639696284,4.22242971083
MEZILHAC,7530,44.8068921216,4.34184721755
VERS,71240,46.5829437707,4.85548745852
QUINTENAS,7290,45.1922513246,4.69504598366
VINCELLES,71500,46.6645202679,5.22488404549
ROMPON,7800,44.7787195427,4.73009856646
VIRE,71260,46.4445923499,4.84966677485
ROSIERES,7260,44.492135712,4.26203943269
VIREY LE GRAND,71530,46.8524193794,4.86945646379
RUOMS,7120,44.4479030757,4.34786189328
VIRY,71120,46.4724060725,4.33771715478
SABLIERES,7260,44.5437864312,4.06325976737
ARCONNAY,72610,48.3954879492,0.0811301798508
SAGNES ET GOUDOULET,7450,44.8014042397,4.215812246
ASSE LE BOISNE,72130,48.3216528559,-0.00324343366865
ST AGREVE,7320,45.0052980637,4.41285687419
AUVERS SOUS MONTFAUCON,72540,48.0011977503,-0.0746551164135
ST ANDRE LACHAMP,7230,44.5075453223,4.15221275695
AVEZE,72400,48.2343214233,0.672495766191
ST BARTHELEMY LE MEIL,7160,44.884662739,4.47884532485
BAZOUGES CRE SUR LOIR,72200,47.6856990287,-0.172011886332
ST BARTHELEMY GROZON,7270,44.9596196474,4.64950098004
BONNETABLE,72110,48.18474164,0.452449305895
ST BASILE,7270,44.9490355283,4.56160011901
BRAINS SUR GEE,72550,48.0097032221,-0.0269752604251
ST DIDIER SOUS AUBENAS,7200,44.6117595327,4.42022719051
CERANS FOULLETOURTE,72330,47.8339032596,0.0696644872215
ST ETIENNE DE FONTBELLON,7200,44.5985890529,4.37388980251
LA CHAPELLE ST AUBIN,72650,48.0357837611,0.156697987071
ST GENEST DE BEAUZON,7230,44.4451273836,4.18697019048
CHASSILLE,72540,48.0213480631,-0.127209826209
ST JACQUES D ATTICIEUX,7340,45.3318263343,4.66333060833
CHATEAU L HERMITAGE,72510,47.8022785256,0.199179125064
ST JOSEPH DES BANCS,7530,44.748161488,4.41397525518
CONFLANS SUR ANILLE,72120,47.9722293803,0.726834150431
ST JULIEN DU SERRE,7200,44.6600211072,4.40395881158
CONNERRE,72160,48.0507447506,0.467977281249
ST LAURENT BAINS LAVAL D AURELLE,7590,44.5971365641,3.95806929863
COURCIVAL,72110,48.2356656614,0.391626010989
ST LAURENT SOUS COIRON,7170,44.6641637879,4.48470756924
COURDEMANCHE,72150,47.8164349745,0.555120405736
ST MARCEL D ARDECHE,7700,44.3299965394,4.60656490626
CURES,72240,48.0846394961,0.0166005701727
ST MAURICE EN CHALENCON,7190,44.8548081951,4.58245400667
DANGEUL,72260,48.2490170643,0.260997204151
ST MICHEL D AURANCE,7160,44.8987179716,4.45675877839
DISSAY SOUS COURCILLON,72500,47.6664102233,0.484524622495
ST MONTAN,7220,44.4341193457,4.63258472487
FATINES,72470,48.0463106923,0.334777230729
ST PIERRE LA ROCHE,7400,44.6539287603,4.6218849184
FERCE SUR SARTHE,72430,47.8973212837,-0.0356446886658
ST PRIEST,7000,44.7131469303,4.53562187216
VILLENEUVE EN PERSEIGNE,72600,48.4380499533,0.236852667784
ST SAUVEUR DE CRUZIERES,7460,44.2949958385,4.25831849321
FRESNAY SUR SARTHE,72130,48.2817396551,0.0228368822752
ST SERNIN,7200,44.5764544041,4.38197564257
GESNES LE GANDELIN,72130,48.3576711707,0.0296457032236
ST VINCENT DE DURFORT,7360,44.7919043427,4.63828690293
GRANDCHAMP,72610,48.3069428443,0.181392823725
SARRAS,7370,45.1872505321,4.78407766188
LA GUIERCHE,72380,48.1185093654,0.20108783128
SAVAS,7430,45.3013144956,4.67282946981
LAIGNE EN BELIN,72220,47.8682405593,0.233744073595
SCEAUTRES,7400,44.6167012065,4.60776940667
LHOMME,72340,47.7605490341,0.563670508119
UCEL,7200,44.6426743916,4.38805305163
LOMBRON,72450,48.0861652592,0.412614616268
VAGNAS,7150,44.3596132039,4.34424564679
LOUAILLES,72300,47.78323872,-0.239390755386
VALVIGNERES,7400,44.5005207324,4.56110237736
MEZIERES SUR PONTHOUIN,72290,48.2022359732,0.297930869305
LES VANS,7140,44.392206287,4.11524168722
MOITRON SUR SARTHE,72170,48.247330734,0.0603406887736
VAUDEVANT,7410,45.1081841616,4.60737715144
MONTMIRAIL,72320,48.1072506737,0.771306974355
VERNON,7260,44.506232057,4.2261837868
NEUFCHATEL EN SAOSNOIS,72600,48.3875624138,0.245183264636
VILLENEUVE DE BERG,7170,44.549017078,4.50337369457
NEUVILLE SUR SARTHE,72190,48.0756439927,0.214405547448
VION,7610,45.1117422465,4.79854763187
NEUVILLETTE EN CHARNIE,72140,48.0874982634,-0.207010580824
AIRE,8190,49.4707483815,4.16388872575
NOGENT LE BERNARD,72110,48.2395023122,0.503482769952
ANCHAMPS,8500,49.9247359313,4.66426745168
OISSEAU LE PETIT,72610,48.3488422257,0.0741365485752
ANGECOURT,8450,49.6350718482,4.97725786194
PARIGNE LE POLIN,72330,47.8560377991,0.124440147574
ARDEUIL ET MONTFAUXELLES,8400,49.26723401,4.70481330264
PERAY,72260,48.2500157703,0.370719916731
AUSSONCE,8310,49.3455509602,4.32720413528
PEZE LE ROBERT,72140,48.202501305,-0.0424195278143
LES AYVELLES,8000,49.7217923857,4.75240985606
RENE,72260,48.2766544769,0.217202160114
BALLAY,8400,49.4216971928,4.75197348184
ROUEZ,72140,48.1376844826,-0.119954104642
BARBAISE,8430,49.6766851443,4.57966392629
RUILLE EN CHAMPAGNE,72240,48.0569761583,-0.11518703174
BEFFU ET LE MORTHOMME,8250,49.372094938,4.89223564312
LOIR EN VALLEE,72340,47.7854221078,0.618393311988
LA BERLIERE,8240,49.526668904,4.93724494551
LOIR EN VALLEE,72340,47.7854221078,0.618393311988
BERTONCOURT,8300,49.5391943846,4.40140045221
ST AUBIN DES COUDRAIS,72400,48.1788442585,0.579073483742
BLAGNY,8110,49.6239121874,5.19807738578
ST CELERIN,72110,48.1258397672,0.433533893718
BLANZY LA SALONNAISE,8190,49.4878479316,4.19048684048
ST DENIS D ORQUES,72350,48.0311233627,-0.275648536634
BOURCQ,8400,49.3822218647,4.61799279484
STE JAMME SUR SARTHE,72380,48.138410724,0.158484582373
CARIGNAN,8110,49.6387329311,5.1718269254
ST JEAN D ASSE,72380,48.158356786,0.121471172036
CAUROY,8310,49.3512411409,4.45940865282
ST JEAN DES ECHELLES,72320,48.1309646826,0.733209725788
CHARBOGNE,8130,49.5061470622,4.59006670557
ST LONGIS,72600,48.3534054858,0.336993327744
CHARDENY,8400,49.4194659277,4.59579314559
ST MARS DE LOCQUENAY,72440,47.9317580131,0.506038620378
CHARLEVILLE MEZIERES,8000,49.7752965803,4.71724655966
ST MARS LA BRIERE,72470,48.0174931387,0.378790037048
CHAUMONT PORCIEN,8220,49.6486344865,4.23823742678
ST PAVACE,72190,48.0410090578,0.194891549504
COUCY,8300,49.5095800024,4.46207840046
ST REMY DE SILLE,72140,48.1814893411,-0.102928256564
L ECAILLE,8300,49.4095997981,4.20955430997
ST VICTEUR,72130,48.3169882456,0.0374842816825
ECORDAL,8130,49.5343083794,4.58778435914
SARCE,72360,47.7223246034,0.228700458643
ESTREBAY,8260,49.8253440088,4.34568774297
SAVIGNE SOUS LE LUDE,72800,47.629906916,0.0724159454527
ETEIGNIERES,8260,49.8907338972,4.40306549202
SILLE LE GUILLAUME,72140,48.1864769196,-0.132591918679
FAGNON,8090,49.7325267992,4.61914614937
SOUGE LE GANELON,72130,48.3147256299,-0.0444490879879
FEPIN,8170,50.0221616884,4.70723354036
SOUILLE,72380,48.1201531494,0.17339248534
LA FERTE SUR CHIERS,8370,49.5723724698,5.24000841484
THELIGNY,72320,48.1717914833,0.785600114205
FLAIGNES HAVYS,8260,49.8189516311,4.39912003911
THOIRE SOUS CONTENSOR,72610,48.3123639724,0.205432244367
FLEIGNEUX,8200,49.7761707649,4.96364089015
VILLAINES LA GONAIS,72400,48.13356803,0.608403023138
FLIZE,8160,49.6952977524,4.77517346922
VION,72300,47.8146942645,-0.264230208564
FLOING,8200,49.7233281136,4.93287278052
YVRE LE POLIN,72330,47.8344620716,0.159510178703
FOISCHES,8600,50.129087843,4.77469221045
YVRE L EVEQUE,72530,48.0234127838,0.282137902604
FROMY,8370,49.6013937108,5.25624601587
GRAND AIGUEBLANCHE,73260,45.5198646844,6.51470725301
GERNELLE,8440,49.7731869901,4.82389442529
AILLON LE VIEUX,73340,45.6506523863,6.08810624188
GIVONNE,8200,49.732476511,4.99727933761
AIME LA PLAGNE,73210,45.5525768932,6.61836974596
GRANDCHAMP,8270,49.6525314481,4.40676539021
ENTRELACS,73410,45.789988746,5.93731067789
HAUTEVILLE,8300,49.5827671359,4.2987122942
ARITH,73340,45.7213212651,6.06342859728
HOULDIZY,8090,49.812785683,4.6695029327
AVRIEUX,73500,45.1781016318,6.74676532189
ILLY,8200,49.7575218759,4.98043472837
AYN,73470,45.5715140758,5.74945889695
IMECOURT,8240,49.3711784415,4.97493982778
BILLIEME,73170,45.7192241812,5.81460064999
INAUMONT,8300,49.5628562714,4.31902902428
BONVILLARET,73220,45.5632077114,6.3154289465
LAIFOUR,8800,49.902088382,4.69565397804
LE BOURGET DU LAC,73370,45.6441486088,5.84622475132
LAVAL MORENCY,8150,49.8301398821,4.49355605109
BOURGNEUF,73390,45.552915929,6.24666170942
MARANWEZ,8460,49.727693434,4.34150288978
BOURG ST MAURICE,73700,45.6647980545,6.76637903907
MATTON ET CLEMENCY,8110,49.6763970622,5.22558942774
LA CHAMBRE,73130,45.3669668762,6.29360957589
MESMONT,8270,49.6185115837,4.3990996122
CHAMP LAURENT,73390,45.5074933777,6.20853295293
MOIRY,8370,49.6001021932,5.27891887123
CHANAZ,73310,45.8034782998,5.79654546056
MONTCY NOTRE DAME,8090,49.7906751202,4.74345986239
CHIGNIN,73800,45.5235808519,6.0136049327
MONTHERME,8800,49.8995880396,4.74792062514
CHINDRIEUX,73310,45.8127166804,5.8446052441
MONTIGNY SUR MEUSE,8170,50.047712335,4.7107437226
COISE ST JEAN PIED GAUTHIER,73800,45.5259224168,6.13092024983
MONTIGNY SUR VENCE,8430,49.6451389564,4.61254914109
LA COMPOTE,73630,45.6597136497,6.14819976084
MONT LAURENT,8130,49.4637340301,4.47834727509
LA CROIX DE LA ROCHETTE,73110,45.4746019888,6.11799818286
MONT ST REMY,8310,49.3867440492,4.4768822942
LES DESERTS,73230,45.6408440768,5.99604230711
MOURON,8250,49.3152143572,4.78476402519
DULLIN,73610,45.5511197543,5.74939054489
NEUVILLE DAY,8130,49.5000423938,4.69190726788
FLUMET,73590,45.8347717729,6.52972144353
NEUVILLE LES THIS,8090,49.7327847632,4.58984068094
FOURNEAUX,73500,45.1790051314,6.63768399812
NOUART,8240,49.4505639742,5.05484805727
FRONTENEX,73460,45.6328915156,6.31143524397
NOVY CHEVRIERES,8300,49.5461151318,4.44233077955
GERBAIX,73470,45.6072180611,5.73727466441
OCHES,8240,49.5072452442,4.92861182903
HAUTECOUR,73600,45.5170974575,6.54362483947
OLIZY PRIMAT,8250,49.3578421825,4.78297338685
JARSY,73630,45.669075325,6.21321879581
PERTHES,8300,49.4486431408,4.35514092983
JONGIEUX,73170,45.7366415454,5.80069130287
POURU AUX BOIS,8140,49.7100198144,5.09834036842
LESCHERAINES,73340,45.7071042341,6.10303709808
POURU ST REMY,8140,49.6809685609,5.08867231139
PORTE DE SAVOIE,73800,45.4923770493,5.9922950202
PREZ,8290,49.8014597717,4.36121089611
MONTGILBERT,73220,45.5358137906,6.27545999399
PUILLY ET CHARBEAUX,8370,49.6363781013,5.27519284704
MONTRICHER ALBANNE,73870,45.2148500671,6.40795019067
REMAUCOURT,8220,49.6012128351,4.23209127771
MONTVERNIER,73300,45.3327756268,6.33500792788
REMILLY LES POTHEES,8150,49.7839350894,4.54735597538
MYANS,73800,45.5187852164,5.97843784098
RIMOGNE,8150,49.8387403616,4.53539067168
LA LECHERE,73260,45.5274218608,6.46078348062
ROCQUIGNY,8220,49.7003603712,4.24698300901
PEISEY NANCROIX,73210,45.5103194255,6.81520574462
ROCROI,8230,49.9315002925,4.55842430748
PLANCHERINE,73200,45.6784892181,6.2941466119
ROIZY,8190,49.4259330532,4.18557721616
PRESLE,73110,45.4415501506,6.16915940279
ROUVROY SUR AUDRY,8150,49.7853360056,4.50242620208
PUYGROS,73190,45.5690168338,6.04062707195
ST JUVIN,8250,49.3375839286,4.95354630856
ROCHEFORT,73240,45.5807306821,5.71351336836
ST LAMBERT ET MONT DE JEUX,8130,49.4980282741,4.62474617403
ST ALBAN DES VILLARDS,73130,45.314656637,6.23573224312
ST LOUP EN CHAMPAGNE,8300,49.4528238096,4.21534946763
ST FRANCOIS LONGCHAMP,73130,45.4121018734,6.37380621288
ST MOREL,8400,49.3388158737,4.69739675474
ST MARCEL,73600,45.4979534787,6.56606269839
SAVIGNY SUR AISNE,8400,49.359523814,4.72150823362
ST MARTIN D ARC,73140,45.206861554,6.45941152477
SEMUY,8130,49.4956881485,4.66294910211
LES BELLEVILLE,73440,45.334431769,6.51686943075
SIGNY L ABBAYE,8460,49.7029435011,4.40415204398
ST MICHEL DE MAURIENNE,73140,45.2382472621,6.49342053727
SIGNY LE PETIT,8380,49.9309499097,4.2990463026
ST NICOLAS LA CHAPELLE,73590,45.8244727797,6.47927364341
SORCY BAUTHEMONT,8270,49.5413667574,4.53840369427
ST OFFENGE,73100,45.7387543881,6.01018266121
TAILLETTE,8230,49.9272427923,4.47480367257
ST PAUL SUR ISERE,73730,45.5869203358,6.40696654722
TAILLY,8240,49.4074530876,5.06834679927
ST PIERRE DE BELLEVILLE,73220,45.4537564041,6.25884593711
TARZY,8380,49.8762495136,4.29660246007
ST PIERRE DE SOUCY,73800,45.4878241421,6.10513680462
THELONNE,8350,49.6482212901,4.94566360048
ST SORLIN D ARVES,73530,45.2010658466,6.20188332139
THENORGUES,8240,49.4060946457,4.92137626366
SEEZ,73700,45.6478054905,6.83575624707
TOURNES,8090,49.7992413246,4.63988652343
VAL CENIS,73480,45.3441528771,6.84789108583
VAUX EN DIEULET,8240,49.4785340396,4.9918664976
TIGNES,73320,45.4816828491,6.93635513554
VAUX LES RUBIGNY,8220,49.6904205323,4.18309988343
TREVIGNIN,73100,45.7047065922,5.96859856205
VENDRESSE,8160,49.6036580688,4.79161432829
VILLAROGER,73640,45.5575226371,6.86910255537
VENDRESSE,8160,49.6036580688,4.79161432829
VOGLANS,73420,45.6271741926,5.89111432564
VERRIERES,8390,49.4959923626,4.88538309039
YENNE,73170,45.7020470491,5.7646557504
VIEL ST REMY,8270,49.632572198,4.48367438059
ANDILLY,74350,46.0702115695,6.0710017836
VIEUX LES ASFELD,8190,49.4510393454,4.10610399621
ANNECY,74600,45.8906432566,6.12551773598
VILLERS LE TOURNEUR,8430,49.6220295169,4.56406530841
ANNECY,74960,45.8906432566,6.12551773598
VILLERS SUR BAR,8350,49.6817820293,4.85514229057
ARMOY,74200,46.3523619359,6.51159949942
VILLY,8370,49.59384897,5.2214022788
LA BAUME,74430,46.2836072136,6.60860693452
VOUZIERS,8400,49.4000316087,4.70126283768
BELLEVAUX,74470,46.2276019394,6.55285416418
VRIGNE AUX BOIS,8330,49.7370150528,4.85605381662
BERNEX,74500,46.3566554818,6.69898825662
WADELINCOURT,8200,49.6805479174,4.93056331877
CERVENS,74550,46.28114425,6.44750930568
AIGUES VIVES,9600,43.0006575328,1.87695638902
CHAMONIX MONT BLANC,74400,45.9309819111,6.92360096711
L AIGUILLON,9300,42.9097070011,1.90052351136
CHAMPANGES,74500,46.3715803084,6.55369978172
ALEU,9320,42.893742098,1.26749393485
LA CHAPELLE RAMBAUD,74800,46.0732040123,6.23904981825
ALLIAT,9400,42.8159020056,1.58114167435
CHATILLON SUR CLUSES,74300,46.0893520244,6.57817291187
ARTIGAT,9130,43.1431527184,1.44685366225
CHAUMONT,74270,46.044949243,5.94515955142
AXIAT,9250,42.7997046069,1.76100321573
CHAVANNAZ,74270,46.0500384099,6.01652644319
AX LES THERMES,9110,42.6873576342,1.81825994194
CHESSENAZ,74270,46.0407218951,5.90635701971
LA BASTIDE DE BOUSIGNAC,9500,43.0585487701,1.88443383803
CHILLY,74270,45.9892543857,5.95663892885
LA BASTIDE DU SALAT,9160,43.0614872214,1.00017697542
CLERMONT,74270,45.9734444894,5.90937510902
BEDEILHAC ET AYNAT,9400,42.8795852019,1.56719798954
CUSY,74540,45.7584929074,6.0333103006
BORDES UCHENTEIN,9800,42.8335034576,1.03424218178
CUVAT,74350,45.9769889587,6.10863397469
BOUSSENAC,9320,42.9078454205,1.39109839522
DOUSSARD,74210,45.7709274033,6.22183215069
CAMARADE,9290,43.0693773441,1.27737161361
DOUVAINE,74140,46.3063459721,6.29894207485
LE CARLARET,9100,43.1307609911,1.69416376028
ESSERT ROMAND,74110,46.2023206067,6.660151187
CASTEX,9350,43.1657585272,1.31957552098
ETERCY,74150,45.8924317262,6.0079458329
CAUSSOU,9250,42.7721552831,1.82193324504
EXCENEVEX,74140,46.3467214365,6.34122172541
CELLES,9000,42.916897965,1.6969424831
FAVERGES SEYTHENEX,74210,45.749197611,6.2852126691
COS,9000,42.9801592841,1.56921939947
FILLINGES,74250,46.1661884948,6.35020094115
COUSSA,9120,43.0646378158,1.68939869661
LA FORCLAZ,74200,46.3179930768,6.61587770566
DUN,9600,43.0256431764,1.79296928754
HABERE POCHE,74420,46.2555235551,6.47324374853
ERCE,9140,42.8341376861,1.30310687762
HAUTEVILLE SUR FIER,74150,45.9053969154,5.97847450903
LE FOSSAT,9130,43.1796907844,1.41506357343
LES HOUCHES,74310,45.8968732063,6.8000932715
ILLIER ET LARAMADE,9220,42.7879303453,1.54250853578
LORNAY,74150,45.9107999793,5.88954497297
LESPARROU,9300,42.9276359247,1.93926031529
LOVAGNY,74330,45.9038439081,6.03434039234
LIMBRASSAC,9600,43.0110104704,1.84353239924
MAGLAND,74300,46.0010482843,6.63346275001
LOUBIERES,9000,43.0097766189,1.59427619307
MARCELLAZ ALBANAIS,74150,45.8707666438,5.99966381928
LUDIES,9100,43.1204279792,1.71727869146
MARGENCEL,74200,46.3315818048,6.42253424763
MAUVEZIN DE STE CROIX,9230,43.0768014168,1.23243008757
MARLIOZ,74270,46.0270380688,6.00829884912
MERCUS GARRABET,9400,42.8795171828,1.6442180232
MARNAZ,74460,46.0518903759,6.5224156191
MERENS LES VALS,9110,42.6279300711,1.83436205641
MEGEVETTE,74490,46.208458258,6.51327068897
MONTAGAGNE,9240,42.9638469564,1.41313214864
MESIGNY,74330,45.9864538672,6.00616944554
MONTARDIT,9230,43.0695601112,1.18585733449
MESSERY,74140,46.3456509574,6.29932822194
MONTELS,9240,43.0059500308,1.46985998541
MONT SAXONNEX,74130,46.0351333935,6.47990420928
MOULIS,9200,42.9438845213,1.09852869482
NAVES PARMELAN,74370,45.9320249832,6.19716046431
PRADIERES,9000,42.9611572235,1.65602192048
NERNIER,74140,46.3615754637,6.30527066431
LES PUJOLS,9100,43.0917243273,1.71845001991
ORCIER,74550,46.3132216712,6.50123814187
QUERIGUT,9460,42.6833720456,2.11436748471
PASSY,74190,45.9545838758,6.74056895873
ROUMENGOUX,9500,43.0761211234,1.92438263558
PASSY,74190,45.9545838758,6.74056895873
ST AMADOU,9100,43.1112959391,1.71491289388
PASSY,74190,45.9545838758,6.74056895873
ST AMANS,9100,43.1595834502,1.5479581856
LE REPOSOIR,74950,45.9970981338,6.52628371874
ST FELIX DE RIEUTORD,9120,43.0441550256,1.66977441855
ST ANDRE DE BOEGE,74420,46.1932380604,6.3815476772
STE FOI,9500,43.1257603127,1.9172086969
ST EUSTACHE,74410,45.7953730789,6.15214933541
ST GIRONS,9200,42.9752923045,1.15326595533
ST GERMAIN SUR RHONE,74910,46.0700297768,5.82592326437
ST LIZIER,9190,42.9998808556,1.12929754476
ST JULIEN EN GENEVOIS,74160,46.139365545,6.07881171095
ST MARTIN DE CARALP,9000,42.9919399277,1.53796781616
ST PAUL EN CHABLAIS,74500,46.3693047939,6.63664025494
SALSEIN,9800,42.9042685919,1.00165723674
ST PIERRE EN FAUCIGNY,74800,46.063686335,6.37244945345
SAURAT,9400,42.883738441,1.50479848751
SALLANCHES,74700,45.9468155788,6.60711053078
SEGURA,9120,43.032230727,1.69275443805
SCIEZ,74140,46.3247332955,6.38071834154
SENTEIN,9800,42.8358878297,0.920341995173
SEVRIER,74320,45.8555012829,6.13806338899
SENTENAC D OUST,9140,42.8662042438,1.14021822329
SEYTROUX,74430,46.2397817737,6.60295956835
SERRES SUR ARGET,9000,42.9701435492,1.5043958432
FILLIERE,74570,45.9923733891,6.28837579239
SIEURAS,9130,43.1922641286,1.34376526117
